Région,Département,cp_ville,Gazole_prix,SP95_prix,E85_prix,GPLc_prix,E10_prix,SP98_prix,geom
Grand Est,Moselle,57740 Longeville-lès-Saint-Avold,2.029,,,,2.029,2.099,"49.1343, 6.65722"
Hauts-de-France,Aisne,2470 Neuilly-Saint-Front,1.894,,,,1.823,1.899,"49.169, 3.257"
Occitanie,Gers,32130 Samatan,1.94,1.999,,,,1.999,"43.48982650000001, 0.9319067"
Île-de-France,Essonne,91580 Étréchy,1.949,1.929,,,1.909,1.979,"48.486, 2.19"
Occitanie,Haute-Garonne,31660 Buzet-sur-Tarn,1.947,,0.998,,1.886,1.987,"43.778, 1.624"
Nouvelle-Aquitaine,Lot-et-Garonne,47550 Boé,1.969,2.059,1.089,1.049,,,"44.185, 0.664"
Occitanie,Hautes-Pyrénées,65100 Lourdes,1.916,,0.979,,1.819,1.913,"43.11, -0.038"
Pays de la Loire,Maine-et-Loire,49160 Longué-Jumelles,2.309,,,,2.309,2.429,"47.418, -0.13"
Bretagne,Côtes-d'Armor,22650 Beaussais-sur-Mer,1.99,,,,1.99,1.99,"48.577, -2.152"
Normandie,Manche,50300 Avranches,1.931,,0.98,0.888,1.833,1.918,"48.652858767159, -1.350030743481"
Bourgogne-Franche-Comté,Doubs,25290 Ornans,1.979,1.999,,,,2.059,"47.1050859005, 6.13111903113"
Île-de-France,Val-de-Marne,94310 Orly,1.909,1.883,,,1.833,1.939,"48.743, 2.408"
Grand Est,Aube,10130 Auxon,1.979,,0.998,,1.979,2.049,"48.11, 3.921"
Occitanie,Gard,30630 Cornillon,1.965,1.947,,,,,"44.21905, 4.48438"
Nouvelle-Aquitaine,Vienne,86130 Jaunay-Marigny,2.08,,,1.06,2.12,2.22,"46.691, 0.355"
Occitanie,Tarn,81300 Graulhet,1.985,1.99,,,,,"43.761, 1.972"
Hauts-de-France,Aisne,2800 Beautor,1.871,,0.988,,1.861,1.933,"49.66, 3.346"
Provence-Alpes-Côte d'Azur,Var,83250 La Londe-les-Maures,1.989,,,,1.939,2.039,"43.137448422927, 6.2314938102769"
Occitanie,Tarn-et-Garonne,82100 Castelsarrasin,1.99,,,0.949,1.99,1.99,"44.04315, 1.10469"
Provence-Alpes-Côte d'Azur,Vaucluse,84140 Avignon,1.99,,0.994,,1.99,1.99,"43.931, 4.874"
Bourgogne-Franche-Comté,Côte-d'Or,21000 Dijon,1.99,,,,1.967,1.99,"47.302, 5.024"
Occitanie,Hérault,34400 Lunel,1.908,,0.999,0.969,1.84,1.969,"43.683, 4.152"
Bourgogne-Franche-Comté,Saône-et-Loire,71710 Broye,1.949,1.879,,,,,"46.863434563298, 4.2967264991693"
Grand Est,Meuse,55300 Saint-Mihiel,1.817,2.008,,,,2.031,"48.89, 5.551"
Nouvelle-Aquitaine,Dordogne,24480 Le Buisson-de-Cadouin,1.99,1.99,,,,1.99,"44.846, 0.911"
Auvergne-Rhône-Alpes,Drôme,26500 Bourg-lès-Valence,1.865,1.883,,1.046,1.832,1.962,"44.959, 4.883"
Pays de la Loire,Maine-et-Loire,49160 Longué-Jumelles,1.919,,1.029,1.029,1.849,1.959,"47.371, -0.098"
Île-de-France,Val-d'Oise,95270 Chaumontel,1.941,,,,1.9,1.987,"49.123, 2.427"
Occitanie,Gard,30126 Saint-Laurent-des-Arbres,1.959,,1.229,,1.919,2.049,"44.05967, 4.71313"
Centre-Val de Loire,Eure-et-Loir,28300 Amilly,1.915,,0.994,,1.87,1.965,"48.436926238406, 1.4237684459686"
Pays de la Loire,Sarthe,72220 Écommoy,1.919,,,,1.87,1.977,"47.840732388504, 0.26260409465559004"
Nouvelle-Aquitaine,Vienne,86190 Vouillé,1.99,,,,1.99,1.99,"46.64619029816, 0.17216845653458"
Auvergne-Rhône-Alpes,Haute-Savoie,74000 Annecy,1.884,1.866,0.967,,1.799,1.871,"45.919, 6.124"
Nouvelle-Aquitaine,Gironde,33110 Le Bouscat,2.096,,,,2.038,2.109,"44.868, -0.607"
Île-de-France,Val-d'Oise,95450 Sagy,1.941,,0.994,,1.887,1.965,"49.064610342954, 1.9789464314269"
Normandie,Seine-Maritime,76950 Les Grandes-Ventes,2.069,2.089,1.169,,,,"49.79, 1.22"
Auvergne-Rhône-Alpes,Loire,42152 L'Horme,1.919,,1.079,,1.899,1.999,"45.485, 4.54"
Île-de-France,Yvelines,78550 Maulette,1.959,1.975,,,,1.985,"48.78637, 1.61421"
Hauts-de-France,Somme,80260 Villers-Bocage,1.951,1.903,,,,1.926,"50.0014, 2.31608"
Pays de la Loire,Maine-et-Loire,49320 Brissac Loire Aubance,1.885,,,,1.83,1.934,"47.341, -0.432"
Hauts-de-France,Nord,59182 Montigny-en-Ostrevent,1.933,,,,1.874,1.969,"50.3675, 3.19031"
Bretagne,Finistère,29820 Guilers,1.884,,0.973,,1.856,1.956,"48.427, -4.573"
Bretagne,Finistère,29140 Saint-Yvi,1.932,,0.994,0.959,1.869,1.965,"47.959, -3.958"
Nouvelle-Aquitaine,Pyrénées-Atlantiques,64130 Chéraute,1.939,1.959,0.998,,1.929,1.979,"43.230331413190996, -0.87387499106774"
Île-de-France,Val-de-Marne,94440 Villecresnes,2.059,2.019,,,1.979,2.049,"48.721, 2.525"
Auvergne-Rhône-Alpes,Ain,1000 Bourg-en-Bresse,1.919,1.929,0.998,,1.878,1.952,"46.196, 5.229"
Normandie,Calvados,14000 Caen,1.99,,,,1.959,1.99,"49.209, -0.374"
Hauts-de-France,Oise,60360 Crèvecœur-le-Grand,1.883,1.88,,,1.831,,"49.604, 2.085"
Hauts-de-France,Aisne,2340 Dizy-le-Gros,1.939,,,,1.969,,"49.63, 4.025"
Auvergne-Rhône-Alpes,Ardèche,7200 Aubenas,1.907,,,,1.859,1.932,"44.615471044958, 4.407391560974101"
Auvergne-Rhône-Alpes,Ain,1400 Châtillon-sur-Chalaronne,1.879,1.875,,,1.817,,"46.117, 4.95"
Île-de-France,Seine-et-Marne,77610 Fontenay-Trésigny,1.91,,0.969,,1.823,1.901,"48.698, 2.889"
Auvergne-Rhône-Alpes,Loire,42160 Saint-Cyprien,1.899,,0.999,,1.889,1.979,"45.528, 4.232"
Occitanie,Haute-Garonne,31200 Toulouse,1.99,,,,1.99,,"43.643, 1.467"
Occitanie,Pyrénées-Orientales,66130 Ille-sur-Têt,1.889,,0.998,0.95,1.899,1.969,"42.677, 2.634"
Pays de la Loire,Loire-Atlantique,44240 La Chapelle-sur-Erdre,1.921,,,,1.858,1.939,"47.302, -1.548"
Grand Est,Vosges,88100 Saint-Dié-des-Vosges,1.925,1.843,,0.97,,1.913,"48.293, 6.935"
Bourgogne-Franche-Comté,Haute-Saône,70800 Conflans-sur-Lanterne,1.969,1.952,,,,2.016,"47.812, 6.208"
Auvergne-Rhône-Alpes,Puy-de-Dôme,63350 Maringues,1.99,,,,1.99,1.99,"45.919, 3.33"
Hauts-de-France,Aisne,2250 Marle,1.99,,,,1.982,1.99,"49.75, 3.772"
Hauts-de-France,Somme,80300 Albert,,,,1.014,1.969,1.99,"50.008, 2.666"
Nouvelle-Aquitaine,Charente,16400 La Couronne,1.915,,,0.949,1.87,1.964,"45.620118, 0.10582200000000001"
Provence-Alpes-Côte d'Azur,Var,83500 La Seyne-sur-Mer,1.888,,,,1.806,1.879,"43.11, 5.86"
Île-de-France,Val-de-Marne,94130 Nogent-sur-Marne,1.99,,,,1.988,,"48.843, 2.486"
Île-de-France,Val-de-Marne,94510 La Queue-en-Brie,1.962,,,,,1.985,"48.789, 2.576"
Île-de-France,Yvelines,78530 Buc,1.965,,0.998,,1.929,1.989,"48.765, 2.127"
Bourgogne-Franche-Comté,Nièvre,58150 Tracy-sur-Loire,1.99,,,,1.99,1.99,"47.3373, 2.92728"
Bourgogne-Franche-Comté,Saône-et-Loire,71250 Cluny,1.959,2.019,,,1.989,2.049,"46.428, 4.662"
Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,13120 Gardanne,1.999,2.049,,,,2.099,"43.434474236599996, 5.464942767489999"
Normandie,Calvados,14230 Isigny-sur-Mer,1.949,,0.999,,1.949,2.029,"49.313, -1.099"
Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,13470 Carnoux-en-Provence,1.973,,0.998,,1.966,1.999,"43.25094, 5.54822"
Provence-Alpes-Côte d'Azur,Var,83470 Saint-Maximin-la-Sainte-Baume,1.89,,0.999,,1.865,1.925,"43.457, 5.853"
Occitanie,Gard,30900 Nîmes,1.847,,,0.959,1.841,1.912,"43.81, 4.36"
Hauts-de-France,Pas-de-Calais,62350 Saint-Venant,1.959,1.999,,,,2.019,"50.62, 2.542"
Occitanie,Aude,11100 Narbonne,1.856,,,,1.784,1.859,"43.179, 3.029"
Bretagne,Morbihan,56440 Languidic,1.99,,0.994,,1.969,1.99,"47.836, -3.164"
Normandie,Orne,61700 Domfront en Poiraie,1.99,,0.994,,1.989,1.99,"48.589, -0.635"
Île-de-France,Paris,94160 Paris,2.049,,,,2.099,2.199,"48.847, 2.416"
Auvergne-Rhône-Alpes,Isère,38080 L'Isle-d'Abeau,1.99,,1.239,1.054,1.99,1.99,"45.613, 5.213"
Normandie,Eure,27240 Mesnils-sur-Iton,1.949,1.969,,,,1.989,"48.86599, 1.07086"
Pays de la Loire,Maine-et-Loire,49440 Candé,1.889,1.939,,,,1.969,"47.56817, -1.03284"
Hauts-de-France,Somme,80500 Montdidier,1.927,,,,1.871,1.942,"49.647, 2.588"
Hauts-de-France,Oise,60800 Crépy-en-Valois,1.869,1.899,,,1.858,1.949,"49.23, 2.906"
Nouvelle-Aquitaine,Charente,16000 Angoulême,1.93,,0.994,,1.865,1.965,"45.64268, 0.13526"
Hauts-de-France,Somme,80230 Saint-Valery-sur-Somme,1.938,,0.998,,1.9,1.968,"50.174, 1.638"
Grand Est,Meurthe-et-Moselle,54000 Nancy,1.99,1.99,,,,,"48.705, 6.17"
Normandie,Seine-Maritime,76590 Belmesnil,1.955,1.966,1.075,,,2.016,"49.771, 1.049"
Occitanie,Hérault,34550 Bessan,1.979,,,,1.929,2.009,"43.38, 3.42"
Nouvelle-Aquitaine,Landes,40140 Magescq,1.975,1.989,,,,,"43.77927, -1.21607"
Nouvelle-Aquitaine,Lot-et-Garonne,47520 Le Passage,1.999,,,,1.949,2.039,"44.1938507528, 0.595208596295"
Nouvelle-Aquitaine,Vienne,86130 Dissay,1.99,,,,,1.99,"46.719, 0.42"
Hauts-de-France,Nord,59400 Cambrai,1.927,,,,1.876,1.956,"50.175, 3.248"
Hauts-de-France,Nord,59552 Lambres-lez-Douai,,,,,,,"50.34674, 3.09041"
Auvergne-Rhône-Alpes,Allier,3000 Moulins,1.935,1.944,,,1.911,,"46.541, 3.344"
Hauts-de-France,Oise,60500 Chantilly,1.931,,,,1.901,1.981,"49.178, 2.456"
Provence-Alpes-Côte d'Azur,Var,83480 Puget-sur-Argens,1.895,1.88,0.962,,1.81,,"43.458, 6.678"
Hauts-de-France,Pas-de-Calais,62860 Baralle,1.991,,,,1.989,2.064,"50.225, 3.069"
Auvergne-Rhône-Alpes,Rhône,69800 Saint-Priest,1.909,,,,1.877,,"45.7181, 4.95269"
Normandie,Seine-Maritime,76220 La Feuillie,1.939,,0.999,,1.929,1.999,"49.461, 1.52"
Pays de la Loire,Sarthe,72350 Saint-Denis-d'Orques,2.074,,,1.054,2.104,2.214,"48.023, -0.324"
Auvergne-Rhône-Alpes,Haute-Savoie,74100 Annemasse,1.919,,1.059,,1.879,1.959,"46.194, 6.241"
Normandie,Seine-Maritime,76390 Aumale,,,,,,,"49.765, 1.755"
Occitanie,Hérault,34400 Villetelle,1.99,,1.249,1.054,1.99,1.99,"43.71248, 4.13135"
Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,13100 Aix-en-Provence,1.989,,,1.039,1.989,2.109,"43.519, 5.433"
Provence-Alpes-Côte d'Azur,Alpes-Maritimes,6600 Antibes,1.874,1.838,,,1.792,1.878,"43.603, 7.085"
Auvergne-Rhône-Alpes,Drôme,26400 Crest,1.969,,,,1.959,2.049,"44.738190981441996, 5.0045675214729"
Hauts-de-France,Nord,59650 Villeneuve-d'Ascq,1.979,,1.019,,1.959,2.079,"50.643, 3.144"
Auvergne-Rhône-Alpes,Loire,42550 Usson-en-Forez,1.967,2.05,,,,2.15,"45.3902488032, 3.94694"
Grand Est,Marne,51100 Reims,1.94,,0.994,0.924,1.882,1.98,"49.23929, 4.04547"
Provence-Alpes-Côte d'Azur,Alpes-Maritimes,6400 Cannes,1.99,,0.994,,1.99,1.99,"43.55857, 7.00235"
Occitanie,Pyrénées-Orientales,66400 Céret,1.877,,0.998,,1.869,1.942,"42.501152333899995, 2.75828881675"
Hauts-de-France,Nord,59450 Sin-le-Noble,1.945,1.975,1.05,,1.94,1.999,"50.368022611034995, 3.120128517168"
Hauts-de-France,Pas-de-Calais,62570 Wizernes,,,,,,,"50.71501, 2.23584"
Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,13210 Saint-Rémy-de-Provence,2.059,2.128,,,,2.168,"43.78936, 4.83339"
Hauts-de-France,Nord,59770 Marly,1.99,,,,1.965,1.99,"50.343, 3.562"
Occitanie,Aude,11300 Limoux,2.099,2.189,1.369,,,,"43.06103, 2.21442"
Nouvelle-Aquitaine,Charente-Maritime,17300 Rochefort,1.879,,0.949,,1.796,1.878,"45.929, -0.958"
Grand Est,Meurthe-et-Moselle,54520 Laxou,1.899,,1.249,0.999,1.919,1.999,"48.694, 6.131"
Hauts-de-France,Nord,59133 Phalempin,1.979,1.999,,,,2.09,"50.521, 3.021"
Nouvelle-Aquitaine,Dordogne,24700 Montpon-Ménestérol,1.916,,,1.0,1.857,1.888,"45.009, 0.152"
Occitanie,Hérault,34490 Lignan-sur-Orb,1.912,,0.999,,1.923,1.989,"43.3766586291, 3.1779261921799997"
Provence-Alpes-Côte d'Azur,Var,83170 Brignoles,2.129,,,1.149,2.099,2.229,"43.423740853226, 5.9929507895994"
Grand Est,Haute-Marne,52500 Fayl-Billot,1.929,1.929,,,1.889,,"47.784, 5.611"
Nouvelle-Aquitaine,Landes,40350 Pouillon,1.899,,0.999,,1.869,1.979,"43.60651, -0.99139"
Île-de-France,Seine-Saint-Denis,93420 Villepinte,1.974,,,,1.926,1.986,"48.953965389285, 2.533686306402"
Grand Est,Haut-Rhin,68000 Colmar,1.909,,0.998,,1.839,1.899,"48.083, 7.351"
Hauts-de-France,Nord,59110 La Madeleine,1.929,,0.994,,1.884,1.969,"50.65240806, 3.07726756"
Grand Est,Meurthe-et-Moselle,54460 Liverdun,1.915,1.82,,,1.82,1.89,"48.75, 6.081"
Hauts-de-France,Somme,80800 Corbie,1.926,,,,1.898,1.97,"49.908, 2.51"
Pays de la Loire,Vendée,85210 Sainte-Hermine,2.08,,,1.06,2.07,2.17,"46.573350482882, -1.1168592076897998"
Nouvelle-Aquitaine,Pyrénées-Atlantiques,64510 Bordes,1.949,1.959,,,,1.989,"43.249, -0.279"
Île-de-France,Hauts-de-Seine,92400 Courbevoie,1.99,,1.149,,1.99,,"48.894024742099994, 2.26003452849"
Bretagne,Ille-et-Vilaine,35170 Bruz,1.899,1.919,0.998,,1.864,1.929,"48.028663730518, -1.7621273108673"
Auvergne-Rhône-Alpes,Puy-de-Dôme,63160 Billom,1.99,,,,1.977,1.99,"45.729, 3.34"
Nouvelle-Aquitaine,Vienne,86300 Chauvigny,1.919,,,,1.915,2.021,"46.571, 0.637"
Bretagne,Côtes-d'Armor,22300 Ploubezre,1.929,,0.998,,1.909,1.989,"48.714, -3.454"
Bourgogne-Franche-Comté,Nièvre,58230 Moux-en-Morvan,1.978,2.046,,,,,"47.171, 4.153"
Grand Est,Haut-Rhin,68000 Colmar,1.99,,0.994,,1.942,1.99,"48.069, 7.33"
Nouvelle-Aquitaine,Deux-Sèvres,79000 Niort,1.944,,,,1.859,1.939,"46.33028, -0.44093"
Bourgogne-Franche-Comté,Côte-d'Or,21230 Arnay-le-Duc,1.969,2.059,,,,2.119,"47.131, 4.48"
Grand Est,Moselle,57800 Betting,1.929,,1.049,,1.909,1.989,"49.139473758638, 6.798712897650599"
Normandie,Calvados,14123 Fleury-sur-Orne,1.948,,,,1.896,1.969,"49.147, -0.373"
Pays de la Loire,Mayenne,53600 Évron,1.99,,,,1.969,1.99,"48.15, -0.409"
Auvergne-Rhône-Alpes,Loire,42380 Saint-Bonnet-le-Château,1.978,,,,,,"45.432, 4.063"
Occitanie,Haute-Garonne,31100 Toulouse,1.915,,,0.939,1.876,1.949,"43.58, 1.395"
Normandie,Seine-Maritime,76270 Neuville-Ferrières,1.899,,0.999,,1.869,1.959,"49.725277201557, 1.4597834195908"
Hauts-de-France,Pas-de-Calais,62100 Calais,2.049,,,,2.039,2.129,"50.947, 1.91"
Bourgogne-Franche-Comté,Jura,39170 Coteaux du Lizon,1.942,1.999,,,,,"46.403, 5.793"
Auvergne-Rhône-Alpes,Haute-Savoie,74200 Anthy-sur-Léman,1.919,1.939,,0.955,,1.947,"46.349, 6.432"
Auvergne-Rhône-Alpes,Allier,3170 Doyet,2.119,,,1.054,2.059,2.159,"46.3351, 2.79688"
Auvergne-Rhône-Alpes,Allier,3380 Huriel,1.925,1.949,,,,1.989,"46.372, 2.471"
Normandie,Seine-Maritime,76220 Gournay-en-Bray,1.939,1.929,,,,1.969,"49.479, 1.713"
Occitanie,Tarn-et-Garonne,82600 Saint-Sardos,1.98,1.99,1.18,,,,"43.896873309408, 1.1336573166716999"
Auvergne-Rhône-Alpes,Isère,38540 Heyrieux,1.869,1.866,0.998,,1.828,,"45.639, 5.044"
Auvergne-Rhône-Alpes,Rhône,69400 Villefranche-sur-Saône,1.929,,0.998,,1.959,2.049,"45.98, 4.735"
Normandie,Seine-Maritime,76720 Val-de-Scie,1.919,1.939,,,,1.969,"49.718682699999995, 1.0956237"
Hauts-de-France,Somme,80000 Amiens,1.99,,0.994,,1.948,1.99,"49.898, 2.292"
Occitanie,Aude,11310 Saissac,1.89,1.94,,,,1.97,"43.362978379985, 2.1613941268092"
Hauts-de-France,Aisne,2200 Venizel,1.92,1.965,,,,1.986,"49.36299, 3.40346"
Nouvelle-Aquitaine,Charente,16110 Rivières,1.969,1.979,,,,1.999,"45.74695, 0.38339"
Bourgogne-Franche-Comté,Doubs,25870 Devecey,1.899,1.919,0.999,,,1.999,"47.32724, 6.01064"
Grand Est,Ardennes,8800 Monthermé,1.968,1.975,,,,2.007,"49.885, 4.739"
Nouvelle-Aquitaine,Gironde,33700 Mérignac,1.926,,0.998,,1.886,1.949,"44.856, -0.654"
Occitanie,Tarn,81540 Sorèze,1.909,,1.099,,1.939,1.999,"43.45, 2.064"
Occitanie,Pyrénées-Orientales,66530 Claira,1.897,,1.132,,1.945,,"42.777, 2.951"
Pays de la Loire,Mayenne,53800 Renazé,1.878,1.9,,,1.863,,"47.793, -1.067"
Bretagne,Côtes-d'Armor,22710 Penvénan,1.939,1.909,,,,1.939,"48.80248, -3.30911"
Hauts-de-France,Oise,60170 Ribécourt-Dreslincourt,1.906,,,,1.844,1.948,"49.515, 2.924"
Île-de-France,Yvelines,78680 Verneuil-sur-Seine,1.99,,,,1.99,1.99,"48.979, 1.955"
Centre-Val de Loire,Loiret,45100 Orléans,1.923,,,,1.925,2.003,"47.882, 1.903"
Hauts-de-France,Oise,60500 Chantilly,1.949,1.979,,,,1.999,"49.202, 2.463"
Provence-Alpes-Côte d'Azur,Var,83240 Cavalaire-sur-Mer,1.88,,,,1.806,1.858,"43.17, 6.526"
Bretagne,Morbihan,56300 Pontivy,1.924,,0.998,,1.868,1.969,"48.069, -2.971"
Grand Est,Meurthe-et-Moselle,54280 Seichamps,1.935,,0.994,,1.878,1.981,"48.713243511792, 6.2493570160388"
Hauts-de-France,Pas-de-Calais,62232 Vendin-lès-Béthune,1.949,,1.07,,1.929,,"50.540552606169, 2.6078070661317003"
Provence-Alpes-Côte d'Azur,Alpes-Maritimes,6270 Villeneuve-Loubet,1.864,,,0.949,1.852,1.92,"43.639900764176, 7.1385990904824"
Nouvelle-Aquitaine,Gironde,33740 Arès,1.879,1.88,0.98,,1.84,1.92,"44.769, -1.111"
Occitanie,Haute-Garonne,31520 Ramonville-Saint-Agne,2.138,,1.217,,1.971,2.071,"43.546, 1.475"
Corse,Corse-du-Sud,20100 Sartène,1.99,1.99,,,,,"41.649, 8.945"
Nouvelle-Aquitaine,Landes,40310 Gabarret,1.939,1.989,,,,1.999,"43.98646, 0.00999000000001"
Bourgogne-Franche-Comté,Haute-Saône,70100 Gray,1.959,1.999,1.049,,,2.039,"47.4380402238, 5.59935915428"
Île-de-France,Seine-et-Marne,77230 Saint-Mard,1.979,1.975,1.059,,1.929,1.995,"49.040705804682, 2.6860146976508004"
Île-de-France,Val-de-Marne,94460 Valenton,2.006,,,,1.942,2.041,"48.74926, 2.45465"
Auvergne-Rhône-Alpes,Haute-Loire,43500 Craponne-sur-Arzon,1.959,1.989,1.099,,,,"45.333, 3.844"
Auvergne-Rhône-Alpes,Loire,42152 L'Horme,1.917,,0.998,,1.884,1.969,"45.49103, 4.55833"
Bourgogne-Franche-Comté,Haute-Saône,70120 Malvillers,1.99,,,,1.99,,"47.737, 5.789"
Bourgogne-Franche-Comté,Yonne,89600 Saint-Florentin,1.959,,0.998,,1.919,1.929,"47.99973, 3.71494"
Occitanie,Aude,11590 Sallèles-d'Aude,1.96,2.0,,,,2.04,"43.25654, 2.94731"
Bourgogne-Franche-Comté,Yonne,89340 Villeneuve-la-Guyard,1.99,1.99,,,,,"48.337, 3.078"
Nouvelle-Aquitaine,Gironde,33240 Saint-André-de-Cubzac,1.919,,,,1.879,1.949,"44.996, -0.44"
Auvergne-Rhône-Alpes,Cantal,15200 Mauriac,1.945,1.99,1.045,1.025,1.948,2.025,"45.214, 2.346"
Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,13320 Bouc-Bel-Air,1.879,,0.975,,1.839,1.945,"43.441, 5.398"
Occitanie,Aude,11200 Lézignan-Corbières,1.909,1.949,0.999,,1.929,,"43.187, 2.751"
Bourgogne-Franche-Comté,Nièvre,58300 Decize,1.895,1.893,0.988,,1.851,,"46.836, 3.472"
Hauts-de-France,Pas-de-Calais,62110 Hénin-Beaumont,1.922,,,,1.882,,"50.45828, 2.97598"
Hauts-de-France,Nord,59222 Bousies,1.955,1.975,,,,1.999,"50.15089137179999, 3.62274425254"
Bourgogne-Franche-Comté,Côte-d'Or,21190 Merceuil,1.99,,1.259,,1.99,1.99,"46.96466385, 4.83683207"
Nouvelle-Aquitaine,Lot-et-Garonne,47500 Fumel,,,,,,,"44.493, 0.949"
Normandie,Seine-Maritime,76760 Yerville,1.899,1.929,,,1.869,1.979,"49.667, 0.898"
Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,13130 Berre-l'Étang,1.899,,1.099,,1.929,,"43.48942, 5.17369"
Provence-Alpes-Côte d'Azur,Vaucluse,84810 Aubignan,1.989,2.049,,,1.999,,"44.0920453, 5.0296613"
Pays de la Loire,Vendée,85710 La Garnache,1.925,1.959,,,,1.995,"46.891, -1.828"
Hauts-de-France,Pas-de-Calais,62620 Barlin,1.99,,1.039,,1.953,1.99,"50.454, 2.616"
Occitanie,Hérault,34980 Montpellier,1.833,1.799,0.952,,1.768,1.798,"43.6443, 3.84361"
Île-de-France,Seine-Saint-Denis,93600 Aulnay-sous-Bois,1.989,,0.998,,1.934,1.999,"48.93022, 2.51132"
Centre-Val de Loire,Loiret,45160 Olivet,1.898,1.88,,,1.827,1.911,"47.841, 1.913"
Auvergne-Rhône-Alpes,Drôme,26120 Montélier,1.924,1.979,0.998,,1.929,2.013,"44.929, 5.022"
Grand Est,Moselle,57310 Guénange,1.967,,,,1.976,2.055,"49.30121, 6.18923"
Auvergne-Rhône-Alpes,Ardèche,7100 Annonay,1.905,1.939,1.109,,1.899,,"45.244, 4.668"
Provence-Alpes-Côte d'Azur,Var,83190 Ollioules,1.904,,0.998,,1.874,1.959,"43.124, 5.823"
Pays de la Loire,Loire-Atlantique,44230 Saint-Sébastien-sur-Loire,1.884,,0.998,,1.874,1.979,"47.199, -1.519"
Nouvelle-Aquitaine,Dordogne,24360 Piégut-Pluviers,1.939,1.919,,,1.899,1.989,"45.62, 0.699"
Provence-Alpes-Côte d'Azur,Vaucluse,84200 Carpentras,1.929,,,,1.889,1.939,"44.059915395230995, 5.0704285376765"
Centre-Val de Loire,Indre,36170 Saint-Benoît-du-Sault,1.935,1.972,,,1.889,1.993,"46.44388, 1.3953"
Pays de la Loire,Maine-et-Loire,49400 Saumur,1.918,,,,1.87,1.975,"47.252, -0.082"
Auvergne-Rhône-Alpes,Rhône,69170 Tarare,1.889,,,,1.936,1.991,"45.892, 4.442"
Île-de-France,Paris,75016 Paris,2.399,,,,2.219,2.269,"48.845, 2.272"
Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,13760 Saint-Cannat,1.892,,0.999,,1.856,1.986,"43.617560128422, 5.3077615094695"
Bourgogne-Franche-Comté,Jura,39200 Saint-Claude,1.932,,1.099,0.88,1.879,1.962,"46.37945, 5.83946"
Bourgogne-Franche-Comté,Jura,39700 Rochefort-sur-Nenon,1.919,,,,1.881,1.967,"47.116137241037, 5.5385215038275"
Occitanie,Hérault,34370 Cazouls-lès-Béziers,1.896,1.928,1.065,,1.897,,"43.387, 3.11"
Bretagne,Côtes-d'Armor,22600 Loudéac,1.99,1.99,,,,1.99,"48.179, -2.68311"
Occitanie,Hérault,34360 Saint-Chinian,1.99,,,,1.99,1.99,"43.421, 2.95"
Grand Est,Ardennes,8090 Cliron,1.939,,,,1.969,2.049,"49.805, 4.621"
Hauts-de-France,Pas-de-Calais,62164 Ambleteuse,1.965,1.989,,,,1.999,"50.809, 1.612"
Provence-Alpes-Côte d'Azur,Vaucluse,84500 Bollène,1.99,,0.994,,1.976,1.99,"44.285, 4.751"
Corse,Haute-Corse,20219 Vivario,1.989,1.989,,,,,"42.172, 9.17"
Auvergne-Rhône-Alpes,Ain,1000 Bourg-en-Bresse,1.909,,,,1.862,1.947,"46.2051606, 5.2250248"
Occitanie,Pyrénées-Orientales,66700 Argelès-sur-Mer,1.979,1.989,1.079,1.019,,1.999,"42.55, 3.041"
Hauts-de-France,Pas-de-Calais,62540 Marles-les-Mines,1.959,,,,1.909,1.979,"50.503, 2.508"
Grand Est,Meurthe-et-Moselle,54230 Neuves-Maisons,1.961,1.956,,,1.915,2.011,"48.613, 6.096"
Île-de-France,Val-d'Oise,95130 Franconville,1.944,,,,1.924,2.004,"48.986, 2.238"
Pays de la Loire,Loire-Atlantique,44430 Le Loroux-Bottereau,1.909,,,,1.889,1.969,"47.237, -1.35"
Auvergne-Rhône-Alpes,Rhône,69500 Bron,1.933,,1.159,0.904,1.887,1.979,"45.739, 4.905"
Normandie,Calvados,14350 Souleuvre en Bocage,1.99,,,,1.962,1.99,"49.011, -0.852"
Auvergne-Rhône-Alpes,Drôme,26140 Anneyron,1.939,1.952,,,,1.994,"45.27376, 4.89712"
Grand Est,Bas-Rhin,67600 Sélestat,1.909,,,,1.899,1.979,"48.24889, 7.43635"
Pays de la Loire,Sarthe,72400 Villaines-la-Gonais,2.169,,,1.144,2.149,2.269,"48.124964192082, 0.62210350597264"
Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,13310 Saint-Martin-de-Crau,1.959,1.959,0.999,,1.919,,"43.634, 4.8"
Bourgogne-Franche-Comté,Jura,39100 Dole,1.895,1.899,1.039,,1.869,,"47.089, 5.481"
Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,13460 Saintes-Maries-de-la-Mer,1.979,2.079,,,,2.099,"43.455, 4.428"
Auvergne-Rhône-Alpes,Isère,38690 Colombe,1.909,1.949,,,1.889,1.969,"45.397578329194005, 5.466751273971799"
